KWMTBOMO	NCBI Gene ID
KWMTBOMO03467.mrna1.p1	101735395
KWMTBOMO03468.mrna1.p1	101735395
KWMTBOMO03473.mrna1.p1	101746261
KWMTBOMO03475.mrna1.p1	101735809
KWMTBOMO03476.mrna1.p1	101746537
KWMTBOMO03485.mrna1.p1	101736332
KWMTBOMO03490.mrna1.p1	101737078
KWMTBOMO03491.mrna1.p1	101737220
KWMTBOMO03493.mrna1.p1	101737368
KWMTBOMO03495.mrna1.p1	105842268
KWMTBOMO03496.mrna1.p1	101747222
KWMTBOMO03497.mrna1.p1	101737695
KWMTBOMO03500.mrna1.p1	101737832
KWMTBOMO03501.mrna1.p1	692678
KWMTBOMO03503.mrna1.p1	101735566
KWMTBOMO03510.mrna1.p1	101738250
KWMTBOMO03512.mrna1.p1	101740362
KWMTBOMO03513.mrna1.p1	100313493
KWMTBOMO03518.mrna1.p1	101738527
KWMTBOMO03519.mrna1.p1	101740778
KWMTBOMO03529.mrna1.p1	101739535
KWMTBOMO03531.mrna1.p1	101739679
KWMTBOMO03533.mrna1.p1	101741348
KWMTBOMO03541.mrna1.p1	101742203
KWMTBOMO03543.mrna1.p1	101742341
KWMTBOMO03545.mrna1.p1	101742492
KWMTBOMO03550.mrna1.p1	101738835
KWMTBOMO03551.mrna1.p1	693115
KWMTBOMO03553.mrna1.p1	101738967
KWMTBOMO03554.mrna1.p1	101739351
KWMTBOMO03557.mrna1.p1	101739113
KWMTBOMO03558.mrna1.p1	101744399
KWMTBOMO03559.mrna1.p1	692596
KWMTBOMO03566.mrna1.p1	101739577
KWMTBOMO03573.mrna1.p1	101739721
KWMTBOMO03579.mrna1.p1	101739994
KWMTBOMO03583.mrna1.p1	101745418
KWMTBOMO03585.mrna1.p1	101740126
KWMTBOMO03587.mrna1.p1	101740629
KWMTBOMO03593.mrna1.p1	101740768
KWMTBOMO03594.mrna1.p1	105843009
KWMTBOMO03603.mrna1.p1	101746136
KWMTBOMO03604.mrna1.p1	101746281
KWMTBOMO03606.mrna1.p1	101741199
KWMTBOMO03607.mrna1.p1	101741342
KWMTBOMO03609.mrna1.p1	101746555
KWMTBOMO03610.mrna1.p1	100529126
KWMTBOMO03616.mrna1.p1	101741705
KWMTBOMO03620.mrna1.p1	101747110
KWMTBOMO03623.mrna1.p1	101735315
KWMTBOMO03625.mrna1.p1	100846980
KWMTBOMO03626.mrna1.p1	101742382
KWMTBOMO03629.mrna1.p1	101742530
KWMTBOMO03630.mrna1.p1	101735454
KWMTBOMO03633.mrna1.p1	101735592
KWMTBOMO03635.mrna1.p1	101743105
KWMTBOMO03639.mrna1.p1	692519
KWMTBOMO03644.mrna1.p1	119628631
KWMTBOMO03648.mrna1.p1	100862798
KWMTBOMO03651.mrna1.p1	101743669
KWMTBOMO03656.mrna1.p1	101737062
KWMTBOMO03665.mrna1.p1	119628654
KWMTBOMO03666.mrna1.p1	119628657
KWMTBOMO03670.mrna1.p1	119628628
KWMTBOMO03675.mrna1.p1	101736003
KWMTBOMO03676.mrna1.p1	692910
KWMTBOMO03677.mrna1.p1	100037444
KWMTBOMO03679.mrna1.p1	101735381
KWMTBOMO03683.mrna1.p1	101746741
KWMTBOMO03688.mrna1.p1	101736955
KWMTBOMO03691.mrna1.p1	100500762
KWMTBOMO03697.mrna1.p1	119628649
KWMTBOMO03698.mrna1.p1	733134
KWMTBOMO03700.mrna1.p1	101743732
KWMTBOMO03708.mrna1.p1	101744031
KWMTBOMO03709.mrna1.p1	692555
KWMTBOMO03710.mrna1.p2	101743224
KWMTBOMO03718.mrna1.p1	101744161
KWMTBOMO03719.mrna1.p1	101736716
KWMTBOMO03720.mrna1.p1	101736933
KWMTBOMO03721.mrna1.p1	101737064
KWMTBOMO03722.mrna1.p1	101737204
KWMTBOMO03723.mrna1.p1	101737352
KWMTBOMO03724.mrna1.p1	101737636
KWMTBOMO03728.mrna1.p1	101739574
KWMTBOMO03731.mrna1.p1	101740086
KWMTBOMO03732.mrna1.p1	119628725
KWMTBOMO03733.mrna1.p1	119628724
KWMTBOMO03735.mrna1.p1	101738062
KWMTBOMO03736.mrna1.p1	119628723
KWMTBOMO03737.mrna1.p1	101739948
KWMTBOMO03738.mrna1.p1	119628356
KWMTBOMO03739.mrna1.p1	105842978
KWMTBOMO03740.mrna1.p1	101740222
KWMTBOMO03741.mrna1.p1	101740356
KWMTBOMO03743.mrna1.p1	101740487
KWMTBOMO03744.mrna1.p1	105842972
KWMTBOMO03745.mrna1.p1	101740628
KWMTBOMO03747.mrna1.p1	101741865
KWMTBOMO03748.mrna1.p1	692848
KWMTBOMO03750.mrna1.p1	101746933
KWMTBOMO03753.mrna1.p1	101740767
KWMTBOMO03755.mrna1.p1	101741198
KWMTBOMO03760.mrna1.p1	101741616
KWMTBOMO03761.mrna1.p1	101747065
KWMTBOMO03764.mrna1.p1	101742048
KWMTBOMO03770.mrna1.p1	101742627
KWMTBOMO03771.mrna1.p1	100101175
KWMTBOMO03772.mrna1.p1	100862795
KWMTBOMO03773.mrna1.p2	101742769
KWMTBOMO03776.mrna1.p1	101742922
KWMTBOMO03777.mrna1.p1	101743063
KWMTBOMO03780.mrna1.p1	101743209
KWMTBOMO03783.mrna1.p1	101743527
KWMTBOMO03784.mrna1.p1	100379613
KWMTBOMO03788.mrna1.p1	101743919
KWMTBOMO03791.mrna1.p1	101735684
KWMTBOMO03795.mrna1.p1	100174838
KWMTBOMO03802.mrna1.p1	101744397
KWMTBOMO03803.mrna1.p1	101744545
KWMTBOMO03805.mrna1.p1	101744692
KWMTBOMO03806.mrna1.p1	101736751
KWMTBOMO03807.mrna1.p1	101736878
KWMTBOMO03808.mrna1.p1	101737011
KWMTBOMO03809.mrna1.p1	101744828
KWMTBOMO03817.mrna1.p1	101745366
KWMTBOMO03819.mrna1.p1	119631102
KWMTBOMO03823.mrna1.p1	101745513
KWMTBOMO03828.mrna1.p1	101737285
KWMTBOMO03829.mrna1.p1	101745802
KWMTBOMO03831.mrna1.p1	101745944
KWMTBOMO03834.mrna1.p1	732849
KWMTBOMO03835.mrna1.p1	101746090
KWMTBOMO03841.mrna1.p1	119628707
KWMTBOMO03846.mrna1.p1	110386111
KWMTBOMO03849.mrna1.p1	101735974
KWMTBOMO03851.mrna1.p1	101736202
KWMTBOMO03854.mrna1.p1	101739842
KWMTBOMO03858.mrna1.p1	101740112
KWMTBOMO03868.mrna1.p1	101736455
KWMTBOMO03869.mrna1.p1	101736585
KWMTBOMO03870.mrna1.p1	101736728
KWMTBOMO03871.mrna1.p1	732959
KWMTBOMO03872.mrna1.p1	101736857
KWMTBOMO03873.mrna1.p1	101736991
KWMTBOMO03874.mrna1.p1	101737122
KWMTBOMO03875.mrna1.p1	101737266
KWMTBOMO03876.mrna1.p1	101737409
KWMTBOMO03878.mrna1.p1	101737551
KWMTBOMO03881.mrna1.p1	101738545
KWMTBOMO03882.mrna1.p1	110386103
KWMTBOMO03883.mrna1.p1	101741503
KWMTBOMO03893.mrna1.p1	101738946
KWMTBOMO03895.mrna1.p1	101739193
KWMTBOMO03897.mrna1.p1	101739426
KWMTBOMO03899.mrna1.p1	693100
KWMTBOMO03901.mrna1.p1	100272175
KWMTBOMO03902.mrna1.p1	101739653
KWMTBOMO03903.mrna1.p1	692397
KWMTBOMO03906.mrna1.p1	101741931
KWMTBOMO03907.mrna1.p1	101742075
KWMTBOMO03909.mrna1.p1	101739933
KWMTBOMO03910.mrna1.p1	101740560
KWMTBOMO03911.mrna1.p1	101740069
KWMTBOMO03912.mrna1.p1	101740695
KWMTBOMO03913.mrna1.p1	101740836
KWMTBOMO03914.mrna1.p1	101742231
KWMTBOMO03915.mrna1.p1	101740980
KWMTBOMO03916.mrna1.p1	101741122
KWMTBOMO03917.mrna1.p1	101742366
KWMTBOMO03918.mrna1.p1	101741453
KWMTBOMO03919.mrna1.p1	101741979
KWMTBOMO03920.mrna1.p1	101742517
KWMTBOMO03921.mrna1.p1	105842364
KWMTBOMO03922.mrna1.p1	105842361
KWMTBOMO03925.mrna1.p1	101742412
KWMTBOMO03927.mrna1.p1	101742702
KWMTBOMO03929.mrna1.p1	101742851
KWMTBOMO03930.mrna1.p1	101743238
KWMTBOMO03933.mrna1.p1	101743374
KWMTBOMO03934.mrna1.p1	100101215
KWMTBOMO03935.mrna1.p1	100379404
KWMTBOMO03936.mrna1.p1	100379403
KWMTBOMO03937.mrna1.p1	100101156
KWMTBOMO03938.mrna1.p1	101743608
KWMTBOMO03939.mrna1.p1	100379402
KWMTBOMO03941.mrna1.p1	101743749
KWMTBOMO03942.mrna1.p1	100379401
KWMTBOMO03943.mrna1.p1	100379400
KWMTBOMO03944.mrna1.p1	101743898
KWMTBOMO03945.mrna1.p1	119628739
KWMTBOMO03946.mrna1.p1	105841663
KWMTBOMO03947.mrna1.p1	101743712
KWMTBOMO03950.mrna1.p1	101738529
KWMTBOMO03953.mrna1.p1	101744044
KWMTBOMO03954.mrna1.p1	101744190
KWMTBOMO03955.mrna1.p1	101744428
KWMTBOMO03956.mrna1.p1	101744576
KWMTBOMO03957.mrna1.p1	101744719
KWMTBOMO03962.mrna1.p1	101735672
KWMTBOMO03976.mrna1.p1	101743090
KWMTBOMO03978.mrna1.p1	101745734
KWMTBOMO03980.mrna1.p1	101745880
KWMTBOMO03983.mrna1.p1	101746017
KWMTBOMO03985.mrna1.p1	101746445
KWMTBOMO03987.mrna1.p1	692455
KWMTBOMO03988.mrna1.p1	101746588
KWMTBOMO03989.mrna1.p1	105842367
KWMTBOMO03990.mrna1.p1	101743799
KWMTBOMO03992.mrna1.p1	101747088
KWMTBOMO03993.mrna1.p1	101743950
KWMTBOMO03997.mrna1.p1	101735396
KWMTBOMO04000.mrna1.p1	101735528
KWMTBOMO04002.mrna1.p1	101735665
KWMTBOMO04004.mrna1.p1	101736019
KWMTBOMO04005.mrna1.p1	101744671
KWMTBOMO04007.mrna1.p1	100101194
KWMTBOMO04010.mrna1.p1	101736419
KWMTBOMO04011.mrna1.p1	105842363
KWMTBOMO04012.mrna1.p1	101736546
KWMTBOMO04014.mrna1.p1	101745107
KWMTBOMO04017.mrna1.p1	101737032
KWMTBOMO04018.mrna1.p1	101737167
KWMTBOMO04019.mrna1.p1	101745258
KWMTBOMO04026.mrna1.p1	101737410
KWMTBOMO04031.mrna1.p1	101737834
KWMTBOMO04032.mrna1.p1	101737964
KWMTBOMO04033.mrna1.p1	101738096
KWMTBOMO04034.mrna1.p1	692640
KWMTBOMO04035.mrna1.p1	101738587
KWMTBOMO04039.mrna1.p1	101738863
KWMTBOMO04045.mrna1.p1	101746539
KWMTBOMO04046.mrna1.p1	101739144
KWMTBOMO04047.mrna1.p1	100500754
KWMTBOMO04052.mrna1.p1	100500758
KWMTBOMO04053.mrna1.p1	101746956
KWMTBOMO04060.mrna1.p1	101735568
KWMTBOMO04061.mrna1.p1	100141440
KWMTBOMO04063.mrna1.p1	119629721
KWMTBOMO04065.mrna1.p1	100379309
KWMTBOMO04068.mrna1.p1	692412
KWMTBOMO04076.mrna1.p1	101744555
KWMTBOMO04077.mrna1.p1	101744700
KWMTBOMO04078.mrna1.p1	692951
KWMTBOMO04081.mrna1.p1	101744986
KWMTBOMO04083.mrna1.p1	119629494
KWMTBOMO04086.mrna1.p1	110385379
KWMTBOMO04089.mrna1.p1	105841756
KWMTBOMO04091.mrna1.p1	101746292
KWMTBOMO04096.mrna1.p1	101746708
KWMTBOMO04100.mrna1.p1	101745285
KWMTBOMO04101.mrna1.p1	101745134
KWMTBOMO04102.mrna1.p1	101746985
KWMTBOMO04104.mrna1.p1	101735326
KWMTBOMO04106.mrna1.p1	101738255
KWMTBOMO04113.mrna1.p1	101741804
KWMTBOMO04119.mrna1.p1	105842679
KWMTBOMO04129.mrna1.p1	101741953
KWMTBOMO04130.mrna1.p1	101742391
KWMTBOMO04131.mrna1.p1	101742538
KWMTBOMO04132.mrna1.p1	101742682
KWMTBOMO04133.mrna1.p1	101742829
KWMTBOMO04135.mrna1.p1	100141460
KWMTBOMO04136.mrna1.p1	105841582
KWMTBOMO04137.mrna1.p1	101743112
KWMTBOMO04138.mrna1.p1	101746619
KWMTBOMO04140.mrna1.p1	101743258
KWMTBOMO04141.mrna1.p1	101746757
KWMTBOMO04144.mrna1.p1	778502
KWMTBOMO04145.mrna1.p1	101743395
KWMTBOMO04151.mrna1.p1	101735377
KWMTBOMO04154.mrna1.p1	101743637
KWMTBOMO04155.mrna1.p1	101743779
KWMTBOMO04156.mrna1.p1	101743929
KWMTBOMO04157.mrna1.p1	101744077
KWMTBOMO04158.mrna1.p1	101735644
KWMTBOMO04159.mrna1.p1	692851
KWMTBOMO04161.mrna1.p1	101735785
KWMTBOMO04162.mrna1.p1	101744220
KWMTBOMO04165.mrna1.p1	101744462
KWMTBOMO04167.mrna1.p1	692542
KWMTBOMO04170.mrna1.p1	101744836
KWMTBOMO04174.mrna1.p1	101736180
KWMTBOMO04180.mrna1.p1	101745424
KWMTBOMO04181.mrna1.p1	101745663
KWMTBOMO04182.mrna1.p1	105841578
KWMTBOMO04183.mrna1.p1	101745903
KWMTBOMO04184.mrna1.p1	101736709
KWMTBOMO04192.mrna1.p1	101737727
KWMTBOMO04193.mrna1.p1	105841563
KWMTBOMO04198.mrna1.p1	101737863
KWMTBOMO04221.mrna1.p1	101737151
KWMTBOMO04225.mrna1.p1	101745899
KWMTBOMO04226.mrna1.p1	101746043
KWMTBOMO04227.mrna1.p1	101746186
KWMTBOMO04230.mrna1.p1	101746331
KWMTBOMO04237.mrna1.p1	692451
KWMTBOMO04249.mrna1.p2	101747029
KWMTBOMO04251.mrna1.p1	101738249
KWMTBOMO04253.mrna1.p1	101738526
KWMTBOMO04254.mrna1.p1	101738658
KWMTBOMO04255.mrna1.p1	105841519
KWMTBOMO04258.mrna1.p1	105841516
KWMTBOMO04261.mrna1.p1	101738933
KWMTBOMO04266.mrna1.p1	101735963
KWMTBOMO04271.mrna1.p1	100188972
KWMTBOMO04274.mrna1.p1	101736658
KWMTBOMO04277.mrna1.p1	101736799
KWMTBOMO04280.mrna1.p1	101739454
KWMTBOMO04284.mrna1.p1	101737399
KWMTBOMO04296.mrna1.p1	101744981
KWMTBOMO04297.mrna1.p1	101745129
KWMTBOMO04298.mrna1.p1	733100
KWMTBOMO04301.mrna1.p1	101745374
KWMTBOMO04302.mrna1.p1	101745518
KWMTBOMO04308.mrna1.p1	101745662
KWMTBOMO04310.mrna1.p1	101745812
KWMTBOMO04311.mrna1.p1	101746040
KWMTBOMO04312.mrna1.p1	101736264
KWMTBOMO04313.mrna1.p1	692961
KWMTBOMO04314.mrna1.p1	101746184
KWMTBOMO04315.mrna1.p1	101746328
KWMTBOMO04316.mrna1.p1	101746467
KWMTBOMO04322.mrna1.p1	101746701
KWMTBOMO04324.mrna1.p1	101746840
KWMTBOMO04330.mrna1.p1	101735320
KWMTBOMO04331.mrna1.p1	101735459
KWMTBOMO04332.mrna1.p1	101736657
KWMTBOMO04333.mrna1.p1	101735597
KWMTBOMO04337.mrna1.p1	101746178
KWMTBOMO04339.mrna1.p1	101736880
KWMTBOMO04341.mrna1.p1	105841337
KWMTBOMO04343.mrna1.p1	101737147
KWMTBOMO04344.mrna1.p1	101746557
KWMTBOMO04345.mrna1.p1	101746796
KWMTBOMO04346.mrna1.p1	101737290
KWMTBOMO04364.mrna1.p1	101737573
KWMTBOMO04369.mrna1.p1	101747068
KWMTBOMO04370.mrna1.p1	101735455
KWMTBOMO04373.mrna1.p1	105841330
KWMTBOMO04376.mrna1.p1	101735830
KWMTBOMO04379.mrna1.p1	692805
KWMTBOMO04380.mrna1.p1	101738383
KWMTBOMO04382.mrna1.p1	101738653
KWMTBOMO04385.mrna1.p1	100379462
KWMTBOMO04386.mrna1.p1	101736088
KWMTBOMO04388.mrna1.p1	101738926
KWMTBOMO04397.mrna1.p1	101736396
KWMTBOMO04400.mrna1.p1	733079
KWMTBOMO04405.mrna1.p1	105842447
KWMTBOMO04406.mrna1.p1	101740803
KWMTBOMO04407.mrna1.p1	100873155
KWMTBOMO04408.mrna1.p1	101741884
KWMTBOMO04410.mrna1.p1	100379491
KWMTBOMO04411.mrna1.p1	101740944
KWMTBOMO04412.mrna1.p1	119628788
KWMTBOMO04413.mrna1.p1	100499495
KWMTBOMO04423.mrna1.p1	101741596
KWMTBOMO04424.mrna1.p1	101742315
KWMTBOMO04427.mrna1.p1	778523
KWMTBOMO04429.mrna1.p1	101742467
KWMTBOMO04430.mrna1.p1	101741883
KWMTBOMO04432.mrna1.p1	100125608
KWMTBOMO04436.mrna1.p1	101742563
KWMTBOMO04438.mrna1.p1	692528
KWMTBOMO04441.mrna1.p1	101742608
KWMTBOMO04442.mrna1.p1	100141429
KWMTBOMO04444.mrna1.p1	100125607
KWMTBOMO04446.mrna1.p1	101743473
KWMTBOMO04454.mrna1.p1	101744048
KWMTBOMO04455.mrna1.p1	101744194
KWMTBOMO04456.mrna1.p1	101744339
KWMTBOMO04457.mrna1.p1	732943
KWMTBOMO04458.mrna1.p1	101744580
KWMTBOMO04461.mrna1.p1	101743474
KWMTBOMO04462.mrna1.p1	101743612
KWMTBOMO04463.mrna1.p1	101744722
KWMTBOMO04464.mrna1.p1	105842449
KWMTBOMO04465.mrna1.p1	101745006
KWMTBOMO04466.mrna1.p1	101745155
KWMTBOMO04467.mrna1.p1	101745401
KWMTBOMO04469.mrna1.p1	692485
KWMTBOMO04470.mrna1.p1	101745690
KWMTBOMO04471.mrna1.p1	101745923
KWMTBOMO04475.mrna1.p1	100174830
KWMTBOMO04476.mrna1.p1	101746311
KWMTBOMO04478.mrna1.p1	101746448
KWMTBOMO04480.mrna1.p1	101744049
KWMTBOMO04483.mrna1.p1	119628805
KWMTBOMO04488.mrna1.p1	100862830
KWMTBOMO04489.mrna1.p1	101747228
KWMTBOMO04491.mrna1.p1	101744340
KWMTBOMO04506.mrna1.p1	101736204
KWMTBOMO04507.mrna1.p1	101744909
KWMTBOMO04508.mrna1.p1	732930
KWMTBOMO04515.mrna1.p1	101736858
KWMTBOMO04516.mrna1.p1	101736730
KWMTBOMO04517.mrna1.p1	101737170
KWMTBOMO04520.mrna1.p1	100101187
KWMTBOMO04522.mrna1.p1	101745631
KWMTBOMO04529.mrna1.p1	778456
KWMTBOMO04530.mrna1.p1	101737968
KWMTBOMO04532.mrna1.p1	732894
KWMTBOMO04534.mrna1.p1	101738229
KWMTBOMO04538.mrna1.p1	101738951
KWMTBOMO04540.mrna1.p1	101739092
KWMTBOMO04541.mrna1.p1	101739234
KWMTBOMO04542.mrna1.p1	101739369
KWMTBOMO04543.mrna1.p1	101739513
KWMTBOMO04544.mrna1.p1	101739655
KWMTBOMO04546.mrna1.p1	101740025
KWMTBOMO04547.mrna1.p1	101739798
KWMTBOMO04549.mrna1.p1	119628842
KWMTBOMO04552.mrna1.p1	101740659
KWMTBOMO04553.mrna1.p1	101740887
KWMTBOMO04554.mrna1.p1	101746071
KWMTBOMO04555.mrna1.p1	101746214
KWMTBOMO04556.mrna1.p1	101741029
KWMTBOMO04557.mrna1.p1	119628837
KWMTBOMO04559.mrna1.p1	101746495
KWMTBOMO04563.mrna1.p1	101741176
KWMTBOMO04564.mrna1.p1	692814
KWMTBOMO04565.mrna1.p1	693009
KWMTBOMO04567.mrna1.p1	101741546
KWMTBOMO04569.mrna1.p1	101741687
KWMTBOMO04570.mrna1.p1	101746920
KWMTBOMO04571.mrna1.p1	101741832
KWMTBOMO04574.mrna1.p1	101742078
KWMTBOMO04577.mrna1.p1	101742519
KWMTBOMO04578.mrna1.p1	101742369
KWMTBOMO04580.mrna1.p1	101742661
KWMTBOMO04581.mrna1.p1	692592
KWMTBOMO04582.mrna1.p1	101747189
KWMTBOMO04583.mrna1.p1	101743138
KWMTBOMO04584.mrna1.p1	100101160
KWMTBOMO04590.mrna1.p1	101743855
KWMTBOMO04591.mrna1.p1	101743611
KWMTBOMO04592.mrna1.p1	101744195
KWMTBOMO04593.mrna1.p1	101744431
KWMTBOMO04594.mrna1.p1	733049
KWMTBOMO04595.mrna1.p1	692838
KWMTBOMO04596.mrna1.p1	101736068
KWMTBOMO04598.mrna1.p1	101745007
KWMTBOMO04599.mrna1.p1	101745156
KWMTBOMO04602.mrna1.p1	101745303
KWMTBOMO04604.mrna1.p1	101745691
KWMTBOMO04605.mrna1.p1	100037426
KWMTBOMO04608.mrna1.p1	101746733
KWMTBOMO04610.mrna1.p1	101736337
KWMTBOMO04611.mrna1.p1	100127120
KWMTBOMO04612.mrna1.p1	101736338
KWMTBOMO04613.mrna1.p1	101736460
KWMTBOMO04614.mrna1.p1	119628796
KWMTBOMO04615.mrna1.p1	101735572
KWMTBOMO04616.mrna1.p1	101735350
KWMTBOMO04617.mrna1.p1	101747143
KWMTBOMO04625.mrna1.p1	101736859
KWMTBOMO04626.mrna1.p1	101736459
KWMTBOMO04627.mrna1.p1	101736992
KWMTBOMO04632.mrna1.p1	101736689
KWMTBOMO04633.mrna1.p1	101736822
KWMTBOMO04635.mrna1.p1	101737376
KWMTBOMO04636.mrna1.p1	101737085
KWMTBOMO04637.mrna1.p1	101736951
KWMTBOMO04648.mrna1.p1	101738185
KWMTBOMO04650.mrna1.p1	778506
KWMTBOMO04653.mrna1.p1	101737837
KWMTBOMO04654.mrna1.p1	101738819
KWMTBOMO04655.mrna1.p1	101737969
KWMTBOMO04664.mrna1.p1	101739983
KWMTBOMO04665.mrna1.p1	100286770
KWMTBOMO04666.mrna1.p1	101738502
KWMTBOMO04667.mrna1.p1	101740114
KWMTBOMO04668.mrna1.p1	101740427
KWMTBOMO04672.mrna1.p1	101738631
KWMTBOMO04673.mrna1.p1	101740945
KWMTBOMO04674.mrna1.p1	100101161
KWMTBOMO04676.mrna1.p1	101741177
KWMTBOMO04677.mrna1.p1	101741320
KWMTBOMO04678.mrna1.p1	100862766
KWMTBOMO04679.mrna1.p1	101741457
KWMTBOMO04680.mrna1.p1	101741597
KWMTBOMO04681.mrna1.p1	101738765
KWMTBOMO04682.mrna1.p1	101739049
KWMTBOMO04684.mrna1.p1	101741738
KWMTBOMO04687.mrna1.p1	101744557
KWMTBOMO04690.mrna1.p1	101745188
KWMTBOMO04691.mrna1.p1	692486
KWMTBOMO04692.mrna1.p1	101746388
KWMTBOMO04702.mrna1.p1	101746663
KWMTBOMO04708.mrna1.p1	105841759
KWMTBOMO04709.mrna1.p1	100141443
KWMTBOMO04710.mrna1.p1	101735878
KWMTBOMO04712.mrna1.p1	101736005
KWMTBOMO04720.mrna1.p1	101736360
KWMTBOMO04723.mrna1.p1	110385380
KWMTBOMO04724.mrna1.p1	101737443
KWMTBOMO04725.mrna1.p1	101737584
KWMTBOMO04730.mrna1.p1	101741854
KWMTBOMO04731.mrna1.p1	101747022
KWMTBOMO04732.mrna1.p1	101742005
KWMTBOMO04734.mrna1.p1	101742292
KWMTBOMO04740.mrna1.p1	101735495
KWMTBOMO04741.mrna1.p1	101735731
KWMTBOMO04742.mrna1.p1	692703
KWMTBOMO04743.mrna1.p1	101742583
KWMTBOMO04744.mrna1.p1	101735864
KWMTBOMO04745.mrna1.p1	101736129
KWMTBOMO04751.mrna1.p1	101736474
KWMTBOMO04756.mrna1.p1	100884167
KWMTBOMO04757.mrna1.p1	101736752
KWMTBOMO04760.mrna1.p1	101742874
KWMTBOMO04761.mrna1.p1	100033384
KWMTBOMO04762.mrna1.p1	101737096
KWMTBOMO04767.mrna1.p1	101737387
KWMTBOMO04768.mrna1.p1	101737531
KWMTBOMO04770.mrna1.p1	101743016
KWMTBOMO04776.mrna1.p1	100301502
KWMTBOMO04778.mrna1.p1	101743581
KWMTBOMO04779.mrna1.p1	110384780
KWMTBOMO04781.mrna1.p1	101738115
KWMTBOMO04782.mrna1.p1	101743721
KWMTBOMO04783.mrna1.p1	733017
KWMTBOMO04784.mrna1.p1	101743873
KWMTBOMO04785.mrna1.p1	101735923
KWMTBOMO04787.mrna1.p1	778459
KWMTBOMO04788.mrna1.p1	101738331
KWMTBOMO04789.mrna1.p1	692953
KWMTBOMO04790.mrna1.p1	101738695
KWMTBOMO04794.mrna1.p1	101744021
KWMTBOMO04795.mrna1.p1	101744165
KWMTBOMO04801.mrna1.p1	692523
KWMTBOMO04802.mrna1.p1	101739012
KWMTBOMO04803.mrna1.p1	101744451
KWMTBOMO04804.mrna1.p1	101739159
KWMTBOMO04806.mrna1.p1	101739389
KWMTBOMO04808.mrna1.p1	101739673
KWMTBOMO04809.mrna1.p1	101739813
KWMTBOMO04811.mrna1.p1	101740265
KWMTBOMO04812.mrna1.p1	101740489
KWMTBOMO04813.mrna1.p1	101740630
KWMTBOMO04819.mrna1.p1	119628809
KWMTBOMO04821.mrna1.p1	733105
KWMTBOMO04822.mrna1.p1	101741100
KWMTBOMO04824.mrna1.p1	101741239
KWMTBOMO04825.mrna1.p1	101745320
KWMTBOMO04826.mrna1.p1	101741377
KWMTBOMO04827.mrna1.p1	101745460
KWMTBOMO04829.mrna1.p1	101741618
KWMTBOMO04830.mrna1.p1	101745602
KWMTBOMO04835.mrna1.p1	100145914
KWMTBOMO04840.mrna1.p1	100187572
KWMTBOMO04857.mrna1.p1	101742377
KWMTBOMO04859.mrna1.p1	101742671
KWMTBOMO04865.mrna1.p1	101746371
KWMTBOMO04867.mrna1.p1	101746886
KWMTBOMO04869.mrna1.p1	101743526
KWMTBOMO04875.mrna1.p1	101735683
KWMTBOMO04877.mrna1.p1	110386857
KWMTBOMO04879.mrna1.p1	101736352
KWMTBOMO04880.mrna1.p1	101735956
KWMTBOMO04881.mrna1.p1	101743812
KWMTBOMO04883.mrna1.p1	101736610
KWMTBOMO04884.mrna1.p1	105841262
KWMTBOMO04890.mrna1.p1	100127099
KWMTBOMO04891.mrna1.p1	101744250
KWMTBOMO04893.mrna1.p1	101736750
KWMTBOMO04894.mrna1.p1	101736877
KWMTBOMO04901.mrna1.p1	101737141
KWMTBOMO04903.mrna1.p1	101737284
KWMTBOMO04904.mrna1.p1	101737426
KWMTBOMO04906.mrna1.p1	101737565
KWMTBOMO04908.mrna1.p1	101744688
KWMTBOMO04910.mrna1.p1	101744971
KWMTBOMO04911.mrna1.p1	101737710
KWMTBOMO04913.mrna1.p1	101738069
KWMTBOMO04914.mrna1.p1	732987
KWMTBOMO04917.mrna1.p1	101738292
KWMTBOMO04924.mrna1.p1	101739491
KWMTBOMO04933.mrna1.p1	101739671
KWMTBOMO04934.mrna1.p1	101739908
KWMTBOMO04935.mrna1.p1	101740042
KWMTBOMO04937.mrna1.p1	101740393
KWMTBOMO04945.mrna1.p1	119628912
KWMTBOMO04947.mrna1.p1	101740813
KWMTBOMO04954.mrna1.p1	101740957
KWMTBOMO04956.mrna1.p1	101741096
KWMTBOMO04963.mrna1.p1	119628892
KWMTBOMO04964.mrna1.p1	101746551
KWMTBOMO04965.mrna1.p1	101746693
KWMTBOMO04966.mrna1.p1	101741235
KWMTBOMO04968.mrna1.p1	100862825
KWMTBOMO04969.mrna1.p1	101741374
KWMTBOMO04970.mrna1.p1	101741513
KWMTBOMO04971.mrna1.p1	101741793
KWMTBOMO04972.mrna1.p1	101741654
KWMTBOMO04975.mrna1.p1	101737752
KWMTBOMO04976.mrna1.p1	733076
KWMTBOMO04977.mrna1.p1	101737610
KWMTBOMO04993.mrna1.p1	101735997
KWMTBOMO04994.mrna1.p1	101736133
KWMTBOMO04996.mrna1.p1	101736265
KWMTBOMO05000.mrna1.p1	110385101
KWMTBOMO05004.mrna1.p1	101737439
KWMTBOMO05007.mrna1.p1	101736758
KWMTBOMO05010.mrna1.p1	101736884
KWMTBOMO05015.mrna1.p1	100174974
KWMTBOMO05016.mrna1.p1	101743971
KWMTBOMO05017.mrna1.p1	101735782
